AOI,NAME,NAME_1,NonHispanicBlackAfricanAmerican2022Percentage,NeighborhoodAreaFt,AllSingleFamParcelsCount,CorpSspctParcelsCount,ProportionSingFamParcelsCorpSspct,ProportionSingleFamilyAreaCorpSspct,ProportionNeighborhoodAreaCorpSspct,CorpSspct_AreaFeetSum,CorpSspct_AreaFeetMin,CorpSspct_AreaFeetMax,CorpSspct_AreaFeetRange,CorpSspct_AreaFeetMean,CorpSspct_AreaFeetMedian,CorpSspct_AreaFeetStddev,CorpSspct_AreaFeetQ1,CorpSspct_AreaFeetQ3,CorpSspct_AreaFeetIqr,NotCorpSspctAreaFeet_Sum,NotCorpSspctAreaFeet_Min,NotCorpSspctAreaFeet_Max,NotCorpSspctAreaFeet_Range,NotCorpSspctAreaFeet_Mean,NotCorpSspctAreaFeet_Median,NotCorpSspctAreaFeet_Stddev,NotCorpSspctAreaFeet_Q1,NotCorpSspctAreaFeet_Q3,NotCorpSspctAreaFeet_Iqr
,Adair Park,Adair Park,74.3,12600960.43,498,93,0.186746988,0.13430666,0.063071204,794757.7422,2737.900879,50884.41187,48146.51099,8454.869598,7718.122925,5218.404176,6553.661133,9222.733398,2669.072266,5122727.995,2384.648682,721207.4851,718822.8364,12648.7111,8967.942139,44022.33753,7379.356689,10093.0708,2713.714111
,Adams Park,Adams Park,93,27378542.84,723,86,0.118948824,0.075952601,0.067446783,1846594.636,8050.145752,129127.4668,121077.321,20748.25433,15488.84033,18031.36928,13406.40308,22677.79663,9271.393555,22465866.08,1882.348389,5609305.896,5607423.548,33282.76456,18684.75464,218116.548,13940.26697,24988.14746,11047.88049
,Adamsville,Adamsville,93.1,25410961,690,128,0.185507246,0.225167442,0.143827612,3654797.843,6465.53418,491941.4785,485475.9443,28553.10815,14720.55359,56365.49483,11011.09106,20594.22949,9583.138428,12576668.9,201.9699707,781502.083,781300.113,22378.41442,14100.61975,42555.85838,10576.77734,21681.9856,11105.20825
,Almond Park,Almond Park,96.5,14693291.21,374,178,0.475935829,0.296871828,0.26332015,3869039.648,3329.977051,192651.6184,189321.6414,21736.1778,13607.10291,25330.3341,8901.737549,22978.45044,14076.71289,9163654.22,1884.19043,1583015.785,1581131.594,46753.33786,10537.90503,178994.2061,7661.039429,17182.40247,9521.363037
,Ansley Park,Ansley Park,8.9,16926842.96,786,47,0.059796438,0.028077321,0.040557641,686512.8237,932.4140625,65666.04834,64733.63428,14010.46579,11528.22095,10827.9125,8745.465576,15934.87305,7189.407471,23764282.54,100,2252736.644,2252636.644,34947.47433,12549.87036,135938.2298,8811.966431,16932.96997,8121.00354
,Arden/Habersham,Arden Habersham,2.4,4992431.48,130,4,0.030769231,0.021477289,0.028228295,140927.8286,18536.60254,45242.12646,26705.52393,28185.56572,20573.92456,10592.33539,20573.92456,36001.25049,15427.32593,6420786.217,1868.455566,784462.5813,782594.1257,43092.52494,30235.44019,65141.04089,21335.99365,49474.479,28138.48535
,Ardmore,Ardmore,21.4,3673664.928,193,10,0.051813472,0.320833668,0.30625216,1125067.82,14037.88745,147010.0544,132972.167,112506.782,147010.0544,53161.71474,40979.77563,147010.0544,106030.2788,2381633.416,99.99951172,268835.4292,268735.4297,20891.52119,14882.42773,26685.14108,12173.71118,19275.45239,7101.741211
,Argonne Forest,Argonne Forest,2.4,7535976.508,227,11,0.04845815,0.130232062,0.133067904,1002796.599,19869.3877,160627.7461,140758.3584,71628.32849,53043.02966,49817.89899,25925.51221,101559.3218,75633.80957,6697278.068,4926.14502,100007.7783,95081.6333,28378.2969,23454.74597,16720.68667,18820.89197,29252.86304,10431.97107
,Arlington Estates,Arlington Estates,98,9401121.692,357,45,0.12605042,0.418538895,0.572551149,5382623.021,8004.275146,1827728.53,1819724.255,117013.5439,15083.28064,379730.2434,11969.89111,20528.74194,8558.85083,7477885.5,8227.085449,1186487.864,1178260.779,23967.58173,14524.18604,75434.26039,12020.87769,18129.71179,6108.834106
,Atkins Park,Atkins Park,5.5,1512563.014,165,7,0.042424242,0.067337126,0.048085463,72732.29346,6705.044434,16244.29126,9539.246826,10390.32764,7965.21875,3947.175954,7208.116821,13700.75269,6492.635864,1007389.443,1036.534668,20199.06226,19162.52759,7247.406067,7063.941895,2716.606758,5850.647217,8953.055176,3102.407959
,Audobon Forest,Audobon Forest,87.8,21667356.33,307,17,0.055374593,0.037892943,0.045741542,991098.2939,20309.28857,116825.3618,96516.07324,55061.01633,52246.16309,23087.70021,40100.56152,63940.64087,23840.07935,25164122.38,697.8757324,2271185.43,2270487.554,78884.39619,46275.61743,218491.6537,26573.86072,61899.45679,35325.59607
,Audobon Forest West,Audobon Forest West,87.8,5805870.601,191,17,0.089005236,0.095750584,0.100633058,584262.5149,18627.69604,125201.1169,106573.4209,34368.38323,23596.80469,27116.57807,19467.89526,32069.55029,12601.65503,5517658.619,701.5695801,131855.8752,131154.3057,31710.68172,28329.20398,16841.58451,20586.84814,36120.52466,15533.67651
,Baker Hills,Baker Hills,90,7990801.014,405,65,0.160493827,0.202397568,0.179045337,1430715.66,8819.564697,580075.3279,571255.7632,22011.01015,11693.15112,69973.04833,9932.324707,15372.87451,5440.549805,5638122.536,5686.005615,415222.2407,409536.2351,16582.71334,11624.33142,31785.95178,9804.689941,15031.58044,5226.890503
,Bakers Ferry,Bakers Ferry,90,6995126.192,96,10,0.104166667,0.193059602,0.179311939,1254309.644,7273.750488,669399.6301,662125.8796,125430.9644,19953.28735,203868.8969,13880.98657,118313.7451,104432.7585,5242697.673,5910.454346,1115741.782,1109831.328,60961.60084,17951.57617,165687.4222,15323.49365,32605.60156,17282.10791
,Bankhead/Bolton,Bankhead Bolton,95.2,24613700.79,49,20,0.408163265,0.130865865,0.027141072,668042.2156,15202.97021,47475.68262,32272.7124,33402.11078,38679.5791,9077.010914,27202.14124,38679.5791,11477.43787,4436743.647,12449.979,1115968.103,1103518.124,152991.1602,31578.7583,291884.7193,22500.65869,57932.85962,35432.20093
,Beecher Hills,Beecher Hills,93.4,12397196.94,329,36,0.109422492,0.025721956,0.060373432,748461.321,7310.224121,31313.75513,24003.53101,20790.59225,21233.12,5987.302467,16078.36047,25086.77734,9008.41687,28349688.45,3519.732422,4895579.665,4892059.933,91156.5545,21522.78247,476009.8421,17416.80396,27606.83801,10190.03406
,Ben Hill,Ben Hill,98,29848191.86,353,114,0.322946176,0.513886943,0.718219711,21437559.74,6173.149414,5013874.115,5007700.966,164904.3057,15697.67456,721817.7272,10794.47266,21031.40356,10236.93091,20278930.67,3108.032715,2385743.704,2382635.672,75951.0512,16764.04443,251753.8387,10471.04932,44808.84888,34337.79956
,Ben Hill Acres,Ben Hill Acres,94.9,4111583.184,86,8,0.093023256,0.057521283,0.04146132,170471.6667,4834.926758,31775.48657,26940.55981,21308.95834,20403.58813,7966.144714,18647.72095,27879.31763,9231.59668,2793156.026,8609.280273,433151.1426,424541.8623,35809.69264,22625.03723,50984.76582,19213.54419,41099.52734,21885.98315
,Ben Hill Forest,Ben Hill Forest,97.9,4173013.98,68,9,0.132352941,0.394144224,0.511120721,2132913.914,25744.46948,901236.9937,875492.5242,177742.8262,28279.79382,266882.2361,27133.97095,230000.9739,202867.0029,3278592.29,5781.365723,286501.552,280720.1863,38571.674,28551.34619,38391.58589,22905.01147,35530.13232,12625.12085
,Ben Hill Pines,Ben Hill Pines,97.9,1980057.637,106,18,0.169811321,0.141761047,0.14978715,296587.1897,10128.09155,68512.99097,58384.89941,16477.06609,13697.99109,12845.21777,11497.84009,15266.98242,3769.142334,1795575.618,8117.522461,232307.5918,224190.0693,20404.26838,13321.40601,32223.30369,11315.94617,17128.98425,5813.038086
,Ben Hill Terrace,Ben Hill Terrace,92.1,9243017.93,159,22,0.13836478,0.145695907,0.111739729,1032812.322,14535.25,135053.3066,120518.0566,46946.01462,45085.3302,28574.15222,26567.78882,48121.13184,21553.34302,6056009.491,2516.257324,310392.323,307876.0657,44204.44884,44106.01294,31124.34432,26922.1438,48829.97437,21907.83057
,Benteen Park,Benteen Park,42.3,7864496.534,247,28,0.113360324,0.097877047,0.080402522,632325.3545,4875.221436,237558.8003,232683.5789,22583.04837,13084.27771,42452.48839,8745.949341,15675.03516,6929.085815,5828079.546,3766.916504,946443.6174,942676.7009,25121.03253,11189.198,74510.60705,8439.966309,15150.52698,6710.560669
,Berkeley Park,Berkeley Park,31.1,13080788.16,211,21,0.099526066,0.086493486,0.01671907,218698.6106,5748.941895,35552.75659,29803.8147,10414.21955,7468.766602,7327.342363,6857.987549,9121.386963,2263.399414,2309799.452,710.4331055,442042.3418,441331.9087,12156.83922,7568.494995,32358.42095,6164.845459,8466.357422,2301.511963
,Betmar LaVilla,Betmar LaVilla,92.3,3156767.561,46,9,0.195652174,0.106838548,0.027244738,86005.3042,7076.552979,12115.11572,5038.562744,9556.144911,9216.251221,1526.207762,8465.62793,10666.81567,2201.187744,718997.249,6843.929443,326985.1235,320141.1941,19432.35808,9870.603027,51480.44305,8017.210693,11623.38965,3606.178955
,Blair Villa/Poole Creek,Blair Villa Poole Creek,89,36930406.98,314,54,0.171974522,0.152788102,0.045163007,1667888.212,7047.655762,545147.4338,538099.7781,30886.81875,11280.95947,78676.90687,10321.16626,16564.41577,6243.249512,9248460.547,4378.143066,850939.7297,846561.5867,35571.0021,11641.94397,95091.67186,9373.873779,16650.53284,7276.659058
,Bolton,Bolton,30.5,42021277.26,336,19,0.056547619,0.057949503,0.016236035,682258.9441,8284.257324,169459.0405,161174.7832,35908.36548,14395.08301,42847.22439,9743.051758,36885.41553,27142.36377,11091076.64,168.6782227,1305675.737,1305507.059,41230.76816,11123.62134,135462.3039,9165.752197,19460.56763,10294.81543
,Bolton Hills,Bolton Hills,79,2030575.342,123,22,0.178861789,0.191560151,0.27255697,553447.4626,7397.729248,318782.28,311384.5508,25156.70285,10741.46252,64129.61464,9675.979492,12548.78003,2872.800537,2335710.116,2710.629639,943074.845,940364.2153,23125.84273,10740.55078,93986.71916,8980.98999,13847.3186,4866.328613
,Boulder Park,Boulder Park,90,16814011.04,183,23,0.12568306,0.119978571,0.212993146,3581269.115,6972.736572,1149272.376,1142299.639,143250.7646,14903.54468,311497.166,12470.84082,68165.89771,55695.05688,26267970.41,3303.046387,2919263.957,2915960.911,146748.4381,22073.52319,417315.7922,12002.823,57810.77417,45807.95117
,Boulevard Heights,Boulevard Heights,42.3,6107540.213,341,37,0.108504399,0.055435408,0.06491274,396457.1711,5822.417969,24981.03491,19158.61694,8259.524399,6327.397949,3784.306227,6109.842163,8729.67041,2619.828247,6755238.578,3149.702881,2186538.741,2183389.038,18159.24349,7666.86377,119863.1425,6430.296997,10450.3866,4020.0896
,Brandon,Brandon,3.8,17853189.33,394,24,0.060913706,0.031312257,0.041347008,738175.9614,17620.18774,128382.2495,110762.0618,29527.03846,23929.38062,21663.4397,20151.33545,28493.10693,8341.771484,22836488.61,2000.700684,1593760.998,1591760.297,54632.74787,32084.76953,124147.0149,21283.66724,48194.34521,26910.67798
,Brentwood,Brentwood,97.9,2023496.436,94,10,0.106382979,0.041767589,0.089771361,181652.0288,9984.708984,39414.00952,29429.30054,18165.20288,16245.02917,8825.881228,10995.62964,23170.5022,12174.87256,4167462.51,8558.935791,1387131.568,1378572.632,49612.64893,16442.39404,178474.7168,11927.41187,21262.36182,9334.949951
,Briar Glen,Briar Glen,94.9,2898718.559,149,19,0.127516779,0.239714608,0.247700472,718013.9551,7836.386475,498470.7234,490634.3369,37790.20816,11409.52759,108634.7752,9948.893555,13893.37134,3944.477783,2277272.65,7672.207764,47183.30078,39511.09302,17517.48192,15982.52197,8550.532328,10974.03613,21061.57227,10087.53613
,Brookhaven,Brookhaven,1.6,27744187.42,773,47,0.06080207,0.083587223,0.075544141,2095910.807,7774.978516,145564.0527,137789.0742,44593.84695,29355.33301,37989.53088,20806.80701,48565.33862,27758.53162,22978624.91,158.5974121,3809560.682,3809402.084,35736.58617,26078.57129,151166.7053,20440.74609,33995.60706,13554.86096
,Brookview Heights,Brookview Heights,79,15035704.75,17,1,0.058823529,0.003514799,0.000887436,13343.2312,13343.2312,13343.2312,0,13343.2312,13343.2312,0,13343.2312,13343.2312,0,3782956.813,4701.979004,2986936.083,2982234.104,236434.8008,42865.81396,713287.2762,18486.453,63010.69763,44524.24463
,Brookwood,Brookwood,21.4,4406751.109,131,8,0.061068702,0.21759449,0.113873133,501810.5564,49739.14307,98039.18115,48300.03809,62726.31955,49739.14307,18216.26856,49739.14307,77537.82996,27798.68689,1804362.535,532.2431641,268835.4292,268303.186,20504.11971,12227.91724,30329.93772,9607.342285,23956.0188,14348.67651
,Brookwood Hills,Brookwood Hills,13,8687531.234,403,24,0.05955335,0.150420762,0.167896987,1458610.321,7525.488037,84411.10815,76885.62012,60775.43004,76451.69336,27033.53551,47505.09656,76451.69336,28946.5968,8238257.968,301.1594238,748778.3726,748477.2131,22447.56939,11700.54736,59444.76137,9862.141113,16321.12524,6458.984131
Y,Browns Mill Park,Browns Mill Park,78.1,28589892.24,555,99,0.178378378,0.174971774,0.143010463,4088653.725,7270.004395,685236.8003,677966.7959,40886.53725,14476.89929,104779.2241,10492.32739,21508.22839,11015.901,19278850.85,2587.030273,6924257.279,6921670.249,42093.56081,12784.56738,327846.7319,10590.45142,18447.13477,7856.68335
,Buckhead Forest,Buckhead Forest,11.2,8724029.303,130,11,0.084615385,0.404169956,0.161578626,1409616.667,4345.751465,423727.2532,419381.5017,128146.9697,26672.97607,156558.2419,12441.92053,217569.1774,205127.2568,2078066.286,5154.795166,139289.366,134134.5708,17317.21905,12948.52026,18891.05047,9982.788574,16361.61621,6378.827637
,Bush Mountain,Bush Mountain,83.9,2169448.603,87,20,0.229885058,0.142221741,0.100401828,217816.606,5792.369141,51997.07886,46204.70972,10890.8303,8252.974731,9750.154059,6626.883911,10836.90039,4210.016479,1313711.583,3225.679932,376851.3579,373625.678,19319.28799,10009.46094,46312.28922,8009.723511,12639.12195,4629.398438
,Butner/Tell,Butner Tell,98,6267544.837,110,13,0.118181818,0.240893493,0.245899844,1541188.299,16045.51099,590482.0879,574436.5769,118552.9461,43376.42603,158004.2849,19407.11792,185572.1702,166165.0522,4856611.321,7607.086426,347667.9434,340060.8569,49557.25838,34272.13464,56408.20291,18999.88306,45266.70459,26266.82153
,Campbellton Road,Campbellton Road,92.4,18834351.76,261,27,0.103448276,0.12137754,0.038504005,725197.9658,8723.741699,208722.6824,199998.9407,26859.18392,15532.91333,38421.65102,12502.56091,20622.27161,8119.710693,5249531.503,1741.172607,116533.6357,114792.4631,22433.89531,17560.47803,17592.64866,12716.55884,25301.00391,12584.44507
,Candler Park,Candler Park,4,18138661.37,754,37,0.049071618,0.062030313,0.041504204,752830.71,666.3735352,181720.2061,181053.8325,20346.77594,7059.250977,40149.73209,6183.299561,15227.00073,9043.701172,11383666.36,259.3613281,2117678.658,2117419.297,15854.68853,7110.773682,114090.0948,6373.673096,9000.01123,2626.338135
,Capitol View,Capitol View,68.3,16052870.19,894,147,0.16442953,0.13439589,0.087396623,1402966.643,5778.109375,75408.36304,69630.25366,9051.397699,8137.892578,5827.353189,6723.973022,9724.057617,3000.084595,9036092.494,3333.79541,2126961.767,2123627.971,11873.97174,7376.222168,78666.3322,6541.018311,9328.875732,2787.857422
,Capitol View Manor,Capitol View Manor,68.3,6397086.006,338,60,0.177514793,0.18048903,0.136887991,875684.2488,6535.46167,159931.9231,153396.4614,14355.47949,9562.92334,21709.60542,8788.013428,11051.35229,2263.338867,3976046.89,3677.82959,319551.0337,315873.2041,14200.16746,9022.520996,30264.5752,7754.962402,10864.41687,3109.454468
,Carey Park,Carey Park,96.5,14523032.97,476,223,0.468487395,0.501420378,0.379665679,5513897.168,1793.402588,646936.5122,645143.1096,24397.77508,7474.979492,69734.00742,6992.777344,13204.59375,6211.816406,5482658.645,1798.238525,1583015.785,1581217.546,21500.62214,8288.114014,102607.7781,6790.904541,13343.91675,6553.012207
,Carroll Heights,Carroll Heights,95.2,11788398.39,642,132,0.205607477,0.137830448,0.144461614,1702971.055,2838.10083,139187.4819,136349.3811,12901.29587,9979.611206,15930.28091,8907.365234,11811.91602,2904.550781,10652579.42,3278.011475,1115968.103,1112690.091,20887.41063,9983.694092,80053.94117,8991.519287,12313.05981,3321.540527
,Carver Hills,Carver Hills,69.6,9022437.109,382,81,0.212041885,0.093417021,0.189448407,1709286.339,6106.803711,351268.2356,345161.4319,21102.30048,9798.767578,47986.62968,8642.831299,13716.59937,5073.768066,16588089.38,1280.637451,5360672.468,5359391.831,55109.93148,10513.2605,431225.9951,8892.040039,13826.52905,4934.489014
,Cascade Avenue/Road,Cascade Avenue Road,87.3,29328960.29,996,182,0.182730924,0.080292138,0.077111497,2261600.032,1912.433838,153033.093,151120.6592,12358.47012,9476.102539,12088.83562,8422.46814,13897.49939,5475.03125,25905541.87,800.7578125,4895579.665,4894778.907,31211.49623,10664.11804,219344.0334,8918.194092,15960.50244,7042.30835
,Cascade Heights,Cascade Heights,92.1,28727609.25,546,34,0.062271062,0.058036258,0.064927661,1865216.485,13438.7417,303585.1829,290146.4412,51811.56902,31234.33838,57432.7329,24372.91089,56212.48206,31839.57117,30273597.47,3712.526123,1923070.55,1919358.024,58106.71299,29030.50073,154704.4235,21574.12671,44280.35059,22706.22388
,Castlewood,Castlewood,3.8,9073224.747,305,4,0.013114754,0.015002163,0.016043323,145564.6733,12729.01465,83757.23291,71028.21826,36391.16833,24539.21289,27861.11998,17029.8717,55752.46497,38722.59326,9557347.986,2000.700684,472538.7258,470538.0251,30534.6581,26360.2251,32116.64595,20980.25,33334.1709,12353.9209
,Center Hill,Center Hill,91.6,30653084.53,1185,243,0.205063291,0.167009059,0.172414514,5285036.666,4284.334229,1238227.007,1233942.673,20972.36772,9437.260498,85213.24928,7861.840698,11914.27148,4052.430786,26360172.88,280.6237793,2881250.844,2880970.22,27544.59026,9693.487793,148003.1662,7973.095947,13584.42749,5611.331543
,Chalet Woods,Chalet Woods,87.8,3343174.914,151,28,0.185430464,0.192384156,0.204112534,682383.9033,13497.77295,73284.86108,59787.08813,23530.47942,19676.00171,11368.45216,18078.64526,24436.72949,6358.084229,2864602.068,8307.243164,77871.16504,69563.92188,22379.70366,20121.8031,8403.981466,17959.50232,25336.77185,7377.269531
,Channing Valley,Channing Valley,7.6,3178276.375,127,2,0.015748032,0.020953511,0.011362851,36114.2793,14234.35889,21879.92041,7645.561523,18057.13965,18057.13965,3822.780762,14234.35889,21879.92041,7645.561523,1687428.788,6354.831299,39274.18188,32919.35059,13499.43031,11932.62012,5264.465502,10346.70435,15431.76733,5085.062988
,Chastain Park,Chastain Park,6.9,46800117.93,882,41,0.046485261,0.07129674,0.081751829,3825995.224,17948.52295,631726.8218,613778.2988,78081.53519,46346.17358,119612.7005,28084.59497,76667.63403,48583.03906,49836980.43,39.66552734,7151669.939,7151630.274,51272.61361,31169.29077,255392.2586,22681.76123,43994.28723,21312.526
,Chattahoochee,Chattahoochee,79,9050484.007,3,1,0.333333333,0.986991885,0.094510635,855366.9883,855366.9883,855366.9883,0,855366.9883,855366.9883,0,855366.9883,855366.9883,0,11273.35718,3258.193359,8015.163818,4756.970459,5636.678589,5636.678589,2378.485229,3258.193359,8015.163818,4756.970459
,Chosewood Park,Chosewood Park,58.9,24412468.21,353,72,0.203966006,0.332449821,0.075680328,1847543.595,2714.503418,580895.0881,578180.5847,25660.32771,9192.23938,76098.90352,7663.799316,13268.54102,5604.741699,3709817.186,2887.400635,251748.9626,248861.562,13202.19639,8831.227783,22486.67694,7671.12793,10575.19678,2904.068848
,Collier Heights,Collier Heights,95.3,54324347.07,2037,246,0.120765832,0.105628644,0.088002637,4780685.8,6713.718018,156408.4563,149694.7383,18529.78992,12718.04749,21347.65723,9744.691895,18487.96069,8743.268799,40478683.66,23.52294922,1649187.703,1649164.18,21181.93807,13533.68945,61009.7608,10480.47559,19156.10925,8675.633667
,Collier Hills,Collier Hills,13.9,6595614.803,298,9,0.030201342,0.021643794,0.021358608,140873.1531,6361.482666,25544.04443,19182.56177,14087.31531,12884.021,6231.661243,11318.66992,13866.08374,2547.413818,6367835.712,4829.916504,838248.0393,833418.1228,21512.95849,13369.10767,69046.96466,11378.17456,16452.20239,5074.027832
,Collier Hills North,Collier Hills North,13.9,3085089.734,126,6,0.047619048,0.035070206,0.044053501,135909.0022,10250.9397,52029.57007,41778.63037,22651.50037,16154.51343,14039.69424,14602.33276,26717.13281,12114.80005,3739431.805,8567.437988,838248.0393,829680.6013,30904.39508,14303.82446,106460.9174,11756.82544,18153.69727,6396.871826
,Colonial Homes,Colonial Homes,13.9,1194477.855,4,1,0.25,0.194536518,0.043558422,52029.57007,52029.57007,52029.57007,0,52029.57007,52029.57007,0,52029.57007,52029.57007,0,215424.4314,12167.2439,91769.61206,79602.36816,53856.10785,55743.78772,38007.37392,15942.60364,91769.61206,75827.00842
,Cross Creek,Cross Creek,27.8,7791988.71,374,27,0.072192513,0.870937899,2.200266465,17144451.45,151381.2627,676623.1929,525241.9302,634979.6834,676623.1929,98044.41239,624610.9475,676623.1929,52012.24536,2540593.234,18846.90796,1758274.571,1739427.663,181470.9453,33969.323,444609.6901,21938.76465,60154.32813,38215.56348
,Custer/McDonough/Guice,Custer McDonough Guice,42.3,12555914.69,446,75,0.168161435,0.109089773,0.125276483,1572960.828,5684.672119,116034.3782,110349.7061,20696.853,11272.74194,20290.03821,9438.292603,20762.87073,11324.57813,12845996.98,750.4711914,1525582.573,1524832.102,34164.88559,11829.56213,117391.5698,9403.310547,17436.82813,8033.517578
,Deerwood,Deerwood,97.9,5149805.746,265,40,0.150943396,0.114076192,0.118335555,609405.1233,6362.763428,31312.03613,24949.27271,15235.12808,13823.81409,5298.150487,11527.3905,17829.45435,6302.063843,4732683.464,4172.347168,749225.0833,745052.7361,21034.14873,13251.3208,67487.18612,11473.40161,15932.07471,4458.673096
,Dixie Hills,Dixie Hills,90.2,20375775.12,976,184,0.18852459,0.202375814,0.228149802,4648729.061,2794.929932,1238227.007,1235432.077,23962.52093,9591.920044,107612.1842,8175.567139,11600.28271,3424.715576,18322044.83,570.5554199,2422094.061,2421523.506,21837.9557,9406.425537,130742.9097,7440.33313,11555.05933,4114.726196
,Druid Hills,Druid Hills,4,14851292.96,65,7,0.107692308,0.049487041,0.024499404,363847.824,10900.49609,158701.1958,147800.6997,51978.26057,20211.85327,53019.72034,16784.99194,70232.14746,53447.15552,6988538.154,2315.12085,2117678.658,2115363.537,118449.7992,14473.38965,418073.3767,8758.508911,32852.68274,24094.17383
,East Ardley Road,East Ardley Road,92.1,2860966.622,106,4,0.037735849,0.033710497,0.029164059,83437.39966,18479.59521,22758.85449,4279.259277,20859.34991,21099.47498,1805.276293,19114.12598,22604.57385,3490.447876,2391678.888,16699.89819,79491.82324,62791.92505,23447.83224,21311.70398,7374.0396,19145.86865,25641.74609,6495.877441
Y,East Atlanta,East Atlanta,27.7,40577407.29,2492,142,0.056982344,0.067976157,0.051804634,2102097.733,649.5334473,267787.7473,267138.2139,14497.22574,9436.191162,28115.53045,7499.859619,11892.26538,4392.405762,28821947.05,129.7119141,434037.9268,433908.2148,12034.21589,9441.07959,17448.15633,7718.180908,11628.81201,3910.631104
,East Chastain Park,East Chastain Park,6.9,15216114.62,484,30,0.061983471,0.177292408,0.127332024,1937498.671,11894.81836,465712.6973,453817.8789,64583.28904,28053.12256,85257.25497,23557.8147,70732.01196,47174.19727,8990767.776,3095.059326,418959.8342,415864.7749,32224.97411,25064.31909,39279.13672,18598.74622,33822.97778,15224.23157
,East Lake,East Lake,46.3,34095956.58,1434,107,0.074616457,0.042220627,0.0437628,1492134.528,496.9204102,78320.49121,77823.5708,13204.73034,10060.71387,11428.8879,7504.154297,13309.6167,5805.462402,33849228.89,174.9650879,7766017.89,7765842.925,24962.55818,10322.53259,297975.9646,8371.974609,13941.70642,5569.731812
